City,Population
Gikostad,
Venner,
Båsmoen,
Bø,
Lunner,
Nyelven,
Skilman,
Grungebru,
Sommarøy,276
Hammarsland,409
Fluberg,
Kulleseid,
Dokki,
Fauskevåg,
Fjelldal,
Fuglem,
Godfjordeid,
Gratangen,
Hemminghytten,
Herland,
Holmefjord,
Bårnås,
Berg,
Strandval,
Straumsbukta,
Tosaunet,
Bjørndal,
Vaagan,
Øraunestad,
Djupvik,
Breen,
Nørvesund,
Lenangen,
Søreidgrend,
Imsenden,
Killingmo,
Knarrvik,
Store Torgnes,
Beieren,
Tunheim,
Vinknes,
Solberg,
Gullbrå,
Laneset,
Kleppo,
Skaalbö,
Lauvøy i Afjord,
Skipnes,
Kvammadalen,
Ibestad,464
Ramstad,
Gjelland,
Storhalleren,
Kvaløy,
Nistesvaag,
Nesgrenda,
Blakseter,
Knarvik,
Gryllefjord,459
Klever,
Fald,
Hellevik,
Östre Aamöy,
Svinøy,
Skjeggestad,
Haaland,
Fossan,
Sogndalsstranda,
Tovik,208
Utvorden,
Hauknes,1860
Kvaløysætra,
Kveset,
Neverfjord,
Nordre Veiholmen,
Vikdal,
Storvik,
Rå,
Vikktel,
Salhus,
Sandan,
Sennesvik,
Steinen,
Gren,
Kvignadal,
Sørhuglo,
Osen,
Stensli,
Rørvik,2621
Torsæter,
Fagernes,
Folland,
Grølia,
Åsaberg,
Langset,
Fjæra,
Flaksvatn,
Svenkerud,
Garberg,
Aasen,
Bremsnes,
Rise,
Overåssjøen,
Fjeldskogen,
Koppangen,
Stokkmarknes,
Höjnæs,
Husvaag,
Klevia,
Gisløy,
Kalland,
Krokeidet,415
Hågån,
Nordby,
Bjørnvågen,
Dale,784
Grostad,
Altvika,
Kopang,
Treekrem,
Oydne,
Glåmos,
Fjeldsrud,
Laupstad,
Løkvollen,
Stokksund,
Tu,
Fosse,
Åsa,
Batnfjordsøra,339
Kokelv,
Skretteberg,
Setre,
Evenesdalen,
Berestad,
Staubø,
Marøy,
Revik,
Valanhamn,
Hallkjelsvik,
Ås,
Oteren,
Tjellesvik,
Hogvær,
Drilen,
Bøyum,
Møkkelvik,
Nykirke,
Fagervik,
Bentsjord,
Berlevaag,
Fyske,
Hamarsborg,
Lundamo,1102
Voksa,
Vatnfjord,
Aansvik,
Støa,
Marheim,
Kirkvold,
Flataaker,
Hagen,
Haugsbø,
Dørheim,
Askvik,
Berdal,
Tveito,
Rostad,
Blakkset,
Heen,
Prestfoss,486
Divimo,
Hundholme,
Finnkjerka,
Hønefoss,13826
Husa,
Kalvaag,
Andalsvågen,
Mølsdalen,
Nymoen,
Jomfruland,
Utstrand,
Sundby,
Vollen,
Linland,
Malvik,
Naeverfjord,
Oppedal,
Fosnesstranden,
Grindfjorda,
Øye,
Hamkoll,
Hordvik,
Matrand,
Granaasen,
Grøndalen,
Tom,
Kvaale,
Elvemo,
Vadaneset,
Børselv,
Stanglandshals,
Telneset,
Nesbyen,2067
Hæstad,
Grøtavær,
Persaune,
Gjusvig,
Gripne,
Voktor,
Kykkelsrud,
Indre Tomasjord,
Borhaug,
Hestad,
Aavik,
Tytingvaag,
Nordbø,
Kleivgrend,
Alvheim,
Mo,
Revsneshamn,
Røyrvik,
Hagen,
Skotfoss,
Skutevik,
Dalen,
Vasshauglia,
Hynni,
Jervan,
Sørland,
Finnastad,
Lammetun,
Melå,
Nervikja,
Hogstad,
Aanstad,
Aasan,
Solgjem,
Strande,
Uggdalseidet,
Natviken,
Oltesvik,
Kvatningan,
Langfjord,
Lejrvik,
Indre Berg,
Auli,
Baddern,
Barset,
Breidvik,
Dåvøy,
Hauge,2146
Hestnes,
Skåbu,
Meråk,
Husvik,
Buvarp,
Nyvoll,
Lysebu,
Öyra,
Porsangvik,
Haganes,
Hansbakk,
Økstra,
Skiphelle,
Stokke,
Tangen,475
Krokaas,
Litlere,
Drage,
Sifjord,
Holmstad,
Saltvikhavn,
Tveit,
Ekeberg,
Leirvaag,
Frøyland,
Meskestad,
Nebba,
Rystad,
Selvenes,
Samland,
Hellestveit,
Gøystdal,
Svartbæk,
Sakstad,
Kapfjelli,
Steinsbø,
Strømø,
Vagstad,
Lyngør,
Vælta,
Vollagjerdet,
Riser,
Oksfjord,
Björnaaen,
Hopla,
Nordnes,
Nistad,
Bangsund,885
Åreberg,
Lysesund,
Prestenget,
Charlottenlund i Strinda,
Hausvig,
Hennseid,
Deraas,
Færestad,
Oppdal,3786
Flötlien,
Grønlia,
Eggemoen,
Falkekeila,
Husby,
Årstad,
Aakvik,
Stamneshella,
Særendsgrend,
Kjørrvik,
Ljoshaugen,
Kvannhovden,
Solli,
Krokstranda,
Ler,459
Myra,549
Sesrud,
Sildevik,
Skåren,
Sunndal,
Tomeidet,
Ophaug,
Kabelvaag,
Kalsaas,
Klungland,
Strömmen,
Svensgam,
Treeikrem,
Tysvær,
Elvaal,
Lingrasmoen,
Ljørdalen,
Mjølkeråen,
Osen,
Storemek,
Trøe,
Ucceb Kiberg,
Fløtten,
Forrnes,
Elvegården,
Evenesmarken,
Åfarnes,
Bratvær,
Forøya,
Korgen,877
Ersland,
Dyrud,
Kolbensrud,
Berkaak,
Sommernes,
Mjölkraani,
Håköybom,
Natvik,
Tisnes,
Henriksö,
Hestnes,
Synstnes,
Skogvoll,
Junkerdalen,
Hegge,
Naustflot,
Lauvset,
Jessnes,
Kjerem,
Bugten,
Djupavåg,
Aaneby,
Hallingby,740
Enebakneset,
Mefjorden,
Övre Flåtorp,
Gilsvik,
Gjendem,
Steinsland,
Vistvik,
Kallhamar,
Hinna,
Afdal,
Eidsland,
Brandanger,
Alnes,203
Andfiskaaen,
Flöistad,
Kvism,
Tussvik,
Grindfjord,
Hektner,
Dystland,
Fagerås,
Ballesvika,
Krøderen,532
Nelvik,
Kjærstad,
Kjos,
Volden,
Vigelandsbruk,
Vittingfos,
Åker,
Årset i Veøy,
Tælavåg,493
Bjørnåsen,
Dalby,
Eikenes,
Saltvikhamn,
Virrik,
Fylingsnes,
Bustadtrøi,
Revikja,
Malsvik,
Sundsvold,
Skjeipstad,
Hilleren,
Plevoll,
Fjell,
Aas,
Kastad,
Sletta,
Ramsöien,
Böremark,
Eidslandet,
Fossmork,
Gamvik,
Röitvold,
Store Granheia,
Kjottvik,
Eggedal,
Nese,
Salhus,
Skaftneset,
Dalen,810
Jerdrum,
Skinnes,
Skjelldal,
Østdal,
Austvoll,
Oterbæk,
Øvereng,
Husvik,
Landsem,
Straumfjord,
Torsæteren,
Tronstad,
Målsjorda,
Mørkved,
Nordvik,
Brattli,
Ingvaldstad,
Kjære,
Laukeng,
Årnes,
Gjulum,
Eikregardann,
Hjartås,
Envåg,
Fallet,
Fune,
Knutsvik,
Gan,
Skardsvåg,
Kroken,
Lunden,
Nesbø,
Aarnes,
Fjellsrud,427
Klepland,
Haavik,
Bettna,
Korsveien,
Laberget,
Lavvonjargga,
Digermulen,
Fister,
Flöyrlid,
Fossli,
Stavöy,
Bygdö,
Bø i Telemark,
Digerud,
Hjellan,
Sandefjord,
Elverum,12585
Folldals Verk,
Allmenningen,
Bakarvaagen,
Brennaasen,
Hunnstad,
Idse i Ryfylke,
Hansvika,
Holmöiene,
Skaare,
Smedplass,
Stjørdalshalsen,9848
Klep,
Rosseland,
Rossvoll,
Russesanden,
Sannan,
Skjøtskifflållen,
Sogndalsfjæra,
Hed,
Hellandsåsen,
Tøyen,
Sauda,4313
Grøtlia,
Osbak,
Kvitevik,
Ryggerget,
Sandvatn,
Setervik,
Gaarder,
Angersneset,
Lirlenget,
Lonan,
Spaakenes,
Store Moen,
Omberg,
Oppmyre,
Vebbestad,
Joranmo,
Grødheim,
Båtsfjord,2216
Bjørsvik,
Brönbu,
Gardli,
Hermo,
Kornstad,
Baaserud,
Flønes,
Forösæter,
Forsland,
Aarsand,
Overrein,
Sunndalsøra,4223
Fredriksberg,
Buer,
Løkkemyr,
Songstad,
Auka,
Klauva,
Hansvoll,
Brattlund,
Stanghelle,772
Nørdstebø,
Langnæs,
Litlefjord,
Aadneram,
Folkestadgrenda,
Bryggesåk,
Dyngö,
Raufoss,6071
Kroer,
Roldnes,
Sætra,
Skillvassbakk,
Spildra,
Hageberg,
Haukdal,
Hoddevik,
Tokenes,
Vik,
Mellemjorda,
Horsgard,
Klinga Fugileghaug,
Röysnes,
Skullgammen,
Søreide,
Steinneset,
Leangen,
Bergsfjord,
Kleivi,
Slaastad,
Havstad,
Melfjordbotn,
Eide,
Engene,
Andgard,
Arildseng,
Barbu,
Bigganjargga,
Hunnestad,
Aufles,
Almaas,
Njemenaiko,
Kamövær,
Kamöyver,
Eidsten,
Midttun,
Sandstad,
Riddersæt,
Ystebraut,
Kyrping,
Løset,
Nordbø,
Sætre,
Sandvin,
Fjellesund,
Haveland,
Aasbögrend,
Saaseg,
Bjørnåa,
Sandåmoen,
Reksnæs,
Nes,
Sordal,
Ukvitno,
Dyrøyklauva,
Oppegård,
Håvågen,
Sigerstad,
Nord-Odal,
Nermo,
Ramsli,
Harkmark,
Elva,
Fjeld,
Flakstad,
Bjørgen,
Graarud,
Refset,
Hallarøy,
Hofos,
Andsnes,
Skiple,
Ulvingensjöen,
Viken,
Lia,
Måsøy,
Myrer,
Dingja,
Fjere,
Vikavåg,
Teiterud,
Torvik,
Bosekop,
Rolvshus,
Skarmok,
Rognevær,
Trones,415
Ulvsvåg,
Oskarsborg,
Sodeland,
Toronger,
Skjelvik,
Kvamsvåg,
Nåvik,
Strømmen,
Liset,
Berås,
Stallvikja,
Tranvikan i Fosna,
Kvalevåg,
Gravningsund,
Holsa,
Romøyri,
Ivarrud,
Solbakk,
Storbråten,
Skabberud,
Sneisela,
Stongarvaag,
Blindernveien,
Kjerresnes,
Lepsøy,
Steine,
Övergaard,
Værnes,
Magjesaas,
Oldervik i Tromsøysund,
Sellåt,
Bleikvassli,
Börtegrend,
Nordsjona,
Settemsdal,
Skaland,
Forsland,
Drevasbugten,
Brenngammen,
Sjurdnes,
Kopseng,
Berg,
Røyrvik,
Månes,
Årsby,
Eiknes,
Vaage,
Nestby,
Sund,
Surteberg,
Midbrød,
Nådå,
Iggaldas,
Tolga,651
Taftøen,
Torsteinsvik,
Vannvaag,
Vinje,
Rosseland,
Sandfjord,
Sørbøvåg,
Misund,
Mongslaupen,
Ramstad,
Eriksrud,
Hella,
Leirsund,
Kongsvoll,
Kjetsaa,
Sela,
Vestersjø,
Årebrotet,
Kongshavn Bad,
Solvik,
Sylvarnes,
Lurviken,
Nordre Hjartöen,
Markabygden,
Flesnes,
Åla,
Åpåsland,
Bakke,
Mikkelvika,
Övre Alten,
Slottvik,
Kvalshavsen,
Hjelseng,
Ytre Fjærli,
Mefjord,
Oksneset,
Hov,2150
Gjelten,
Fagerstrand,2018
Måløy,3070
Nedre Kjören,
Råttenvik,
Berg,
Bore,
Brygghaugen,
Eidsfos,
Gjølanger,
Kolgrov,
Kvalshaug,
Løset-Osdalen,
Haakonshella,
Risnes,
Sætran,
Stoppogiedde,
Tunnhovd,
Tvenningen,
Kirkenær,1220
Liagardann,
Dybo,
Sauhamn,
Gamnes,
Vaaland,
Hamnnes,
Hakavik,
Beisfjord i Ofoten,
Horr,
Lysaker,
Kvalvik,
Langeland,
Lisetstøl,
Kylstad,294
Rødstad,
Rosvik,
Sandnes i Sør-Varanger,
Sjønhalsen,
Lura,
Mælum,
Leirvik,10991
Nappen,
Rukke,
Froland Verk,
Ulsvåg,
Veggli,307
Alm,
Åsane,
Fagernes,1813
Otta,1623
Kanfjellien,
Flottorp,
Havna,
Røynestad,
Angersnes,
Enebakkneset,
Loppen,
Nordfjord,
Dalland,
Malnes,
Nordanger,
Svullrya,
Toffte,
Haukås,
Valvatna,607
Eidsvåg,
Nordsæter,
Jøssingfjord,
Jøvik i Ullsfjord,
To,
Kvanne,
Langånes,
Lina,
Dirdal,
Brenn,
Kjelland,
Tjöre,
Rakvåg,
Hugudalen,
Skudneshavn,
Imsen,
Ertenvåg,
Övre Standal,
Lökli,
Huske,
Gimle,
Halhjem,
Flakksvann,
Åkervik,
Sörem,
Ydersbotn,
Haugland,
Eidmin,
Ikornnes,817
Giljane,
Geilo,2289
Berg,
Hals,
Skartlia,
Okstind,
Øystgard,
Rikheim,
Vaal,
Skjelbreid,
Russehavn,
Skulbru,
Bæver,
Kjevig,
Klofta,6036
Gjelta,
Bø,
Bjørgesæter,
Bjørkvang,
Kuberg,
Mefjordvær,
Skitnadal,
Gjølme,473
Hage,
Heia,
Hjartland,
Fiska,
Bitterstad,
Strandnes,
Rørstad,
Lenvik,
Tyssedal,
Lere,
Å i Åfjord,
Akkarfjord,
Storvika,
To,
Brøskift,
Grønavik,
Naustbukta,
Risösund,
Skaanland,
Flatabø,
Ådne,
Skåro,
Støen,
Brekke,
Dun,
Brevik,
Gystad,
Holm,
Eiriksrud,
Glåmen,
Nordre Heggdal,
Utsylta,
Mølnbukt,
Saeter Store,
Sandhaaland,
Skrikarvollen,
Uppheim,
Revholmen,
Stølsvika,
Toft,
Haukviken,
Begen,
Dønnestad,
Sör Valle,
Oldervik,
Vegårdshei,
Biskopshavn,
Krystad,
Lokköen,
Møn,
Neset,
Snig,
Vormedal,
Ytre Ålvik,
Ytre Gåradak,
Reppen,
Eieland,
Revlen,
Mølle,
Henna,
Kaarviknes,
Aukner,
Alteren,
Veslevangen,
Strømsø,
Tuvenget,
Gjeithus,
Heggdalen,
Holdhus,
Abbedissa,
Ånstad,
Uran,
Melaaen,
Rom,
Smedhaugen,
Frøystul,
Ytre Bakkeby,
Pulmak,
Nesti,
Övreaasjöen,
Sporaland,
Stong,
Vabu,
Reksnes,
Veltbu,
Siredalen,
Løding,2880
Kjerringvold,
Geithus,
Gunnestad,
Eikeland,406
Sørgard,
Bunesfjord,
Frössendal,
Åndervåg,
Dorvær,
Skjellbreid,
Vagnil,
Sør-Horsfjord,
Rølsås,
Rotvic,
Staup,
Store Straumfjorden,
Straumen,
Reppe,
Flatnes,
Ytre Aadal,
Sentvet,
Söralmenningen,
Molda,
Utgård,315
Bryne,
Kullvik,
Gjelbakken,
Berget,
Blaali,
Kaupanger,874
Fløystad,
Notodden,8306
Skutvika,
Søgne,7728
Soknes,
Hedal,
Undlandet,
Vaksdal,870
Ostad,
Prestestranda,
Ravelseid,
Kalvaland,
Kalveland,
Kevli,
Klubba,
Rønset,
Skadeland,
Korssund,
Lian,
Vegaarsheien,
Haga bru,
Jakopsbakken,
Flå,
Litle Salttjern,
Vestre Kaldvåg,
Reistad,
Solsvik,531
Fresti,
Grvmyr,
Bogen,
Aaker,
Valaamoen,
Söiland,
Ringereid,
Tennstrand,
Vardvik,
Lia,258
Lystad,
Jøvik,
Eidsberg,
Engan,
Ervik,
Grinde,
Grønning,
Hamneidet,
Hamran,
Hennøy,
Røyrvik i Hardanger,
Askrova,
Brøderud,
Løken,
Havnnes,
Floa,
Lövdal,
Taraldsvik,
Upsett,
Kvellestad,
Vannareidet,
Valøya,
Horten,17876
Knutshaug,
Haukeland,
Helvik,
Litlsula,
Bakkejord,
Berger,
Bjelland,
Bjerkreim,
Sæter,
Tangenes,
Tynning,
Valle,
Vesterelven,
Vrålstad,
Råke,
Hjelvik,
Löken,
Nabeita,
Skarprud,
Skoftun,
Vikso,
Ask,
Gibostad,384
Oksvoll,
Vikan,
Ravnaaen,
Kringler,
Kydland,
Brevikstranden,
Bukta,
Alsaaker,
Boen,
Hogvalstad,
Kråkerøy,
Kroksjadelva,
Lauar,
Haram,
Haversand,
Jegthamn,
Kinn,
Bjørge,
Borgo,
Hyttfossen,
Nabbetorp,
Gryte,
Buskerud,
Finsrud,
Skøelva,
Brunstad,
Rjoo,
Vollen,
Kaafjordelven,
Store Sandnes,
Kveim,
Honstad,
Hammvaagnes,
Lundeland,
Bakkemo,
Eggevåg,
Giøy,
Gjuv,
Hersæter,
Nordvik,364
Harstad,19574
Sandviken,
Eidfjord i Hardanger,
Erøyna,
Lavikdalen,
Aasvik,
Åbjøra,
Ottnes,
Folkestad,
Segelfor,
Kjørem,
Tysse,
Bjelland,
Ökner,
Øyslefta,
Skårer,
Sundbø,
Tretta,
Oslo,808690
Dalsbygda,
Drange,
Ramfjord,
Indreby,
Kjerkenesvåg,
Kistrand,
Gandvika,
Haugnes,
Tronvik,
Aure,
Uskedalen,
Buseby,
Grasmo,
Loen i Nordfjord,
Lanesbogen,
Strønns,
Skorvik,
Stokvik,
Svellingen,
Gorum,
Nedre Jervan,
Nerskogen,
Helldal,
Holt,
Holvik,
Österbö,
Indre Kiberg,
Jåtta,
Jelsa,
Kirkholt,
Kjelstadli,
Mjølsnes,
Viken,
Strand,
Tretien,
Hofset,
Kilen,
Sørfjord,
Storesunde,
Rognebakken,
Lien,
Vegset,
Vinje,
Ansveet,
Bodø,33811
Barmen,
Breivik,
Dunderland,
Gløstad,
Kvisler,
Tansøy,
Sörvaagen,
Byglandsfjord,328
Hamar,
Ølbør,
Grindløkken,
Brekkstad,
Myrland,
Steinsund,
Tonnes,
Urdaneset,
Vatvet,
Vinnan,
Tofte,
Helle,
Årbogen,
Hildre,
Simsen,
Nord-Statland,
Renså,
Sörvaag,
Støtt,
Vik,
Fagerviken,
Åsjorda,
Vatnamoholmane,
Røyne,
Eipsvold,
Sommarsel,
Aamsosen,
Amot-Modum,
Hoset,
Tingvatn,
Finnheim,
Finnvåg,
Kvamen,
Vinjo,
Gjerdavik,
Skogmo,
Kalstad,
Ingeröy,
Jakobselv,
Kvamme,
Garten,
Torvik i Romsdal,
Grinder,
Egge,
Utvorda,
Nyhavn,
Aasnæs,
Spåkenes,
Kvaafjord,
Langli,
Stårheim,
Verstad,
Størrdal,
Tveit,
Valvika,
Gjøljalia,
Elle,
Sorvær,
Nord Klevset,
Gyllöien,
Heimdal,
Ulko Kiiperi,
Litle Fagervika,
Tjørnet,
Melkviken,
Nord Odalen,
Fosslandsosen,
Øvergård,
Gullset,
Homsteane,
Sundby,
Tverrvika,
Tverdal,
Ranvik,
Reppen,
Levke,
Børset,
Gjerdneset,
Kvinesdal,
Verpe,
Rød,345
Nuortit Sieida,
Tårnelvmoen,
Fjeld,
Fløvik,
Forra,
Gjerdet,
Hornaaseng,
Horrem,
Kjøtviken,
Klepp Stasjon,
Hamaren,
Håkaringen,
Økset,
Röstnesvaag,
Svestad,
Kjærrvika,
Straumen,
Styrigrenda,
Fanahamaren,
Årvik,
Kyrksæterøra,2497
Leraanden,
Tjalddal,
Rugldalen,
Kleiva,
Grimstad,
Hennebygda,
Langstranda,
Henriksøy,
Gislingrud,
Gjesval,
Holla,
Neraas,
Bigganes,
Aamot,
Seim,
Liverud,
Sørelvmo,
Bergo,
Vestvik,
Steindal,
Saltnes,
Ullevål Haveby,
Vadsø,5190
Viken,
Ytre Honningsvåg,
Vennesla,
Vestgard,
Haugstad,
Austbø i Helgeland,
Austerbygda,
Aa,
Holt,
Strand,
Monset,
Velsvik,
Raastad,
Porsmyr,
Rinøy,
Rotengen,
Mieronjavre,
Rishaugen,
Sandvikja,
Vindnes,
Mælsvik,
Rebnor,
Farnes,
Grimsby,
Kregnes,
Hunsfoss,
Åsbøgrend,
Frikjerke,
Søreide,
Noresund,367
Tømmeråsen,
Hjortland,
Skårvåg,
Skjolde,
Stokke,
Tranhaug,
Odlo,
Harbak,
Skori,
Storstenviken,
Strandløkka,
Tomasjord,
Ulfsten,
Vervika,
Myklabost,
Ånstad,
Faksvåg,
Mølnevika,
Morfjord,
Murvold,
Nordvika,
Onstad,
Bakko,
Berfjorden,
Brekke,
Dröivold,
Dukstad,
Fossom,
Lattervika,
Lindalen,
Røllång,
Jamtjorden,
Fløtre,
Oppsal,
Øresvika,
Slangsvold,
Branddal,
Sandåker,
Fjellhaug,
Hellvik,649
Engerneset,
Thomasjord,
Dale,1242
Kvitberg,
Vad,
Selven,
Hole,
Vaagland,
Lokøy,
Løsetre,
Myre,
Sandå,
Selsvik,
Snerten,
Raustad,
Rossnes,
Rotneim,
Rogne,
Kovan,
Laukslett,
Heggåsen,
Åreklett,
Åsen,
Jölstöl,
Meltervold,
Nordbustad,
Ytre Oppedal,
Aen,
Garddegoppe,
Mølnarhaug,
Landsøren,
Rusvåg,
Røssåga,
Perkvern,
Mildo,
Dverberg,
Hage,
Vallabotn,
Rettedal,
Kjærstad,
Tjelta,
Voll,
Nordvik,
Ytterheien,
Gladstad,302
Alverstraumen,
Galta,
Igerøya,
Ballset,
Berland,
Bjørhusdalen,
Helligvær,
Hoft,
Lonestranden,
Kollbotn,
Lynnevik,
Steinsvik,
Sjursmoen,
Ulvevne,
Vevring,
Ytre Hovden,
Grønset,
Momrak,
Sognstad,
Steinset,
Ongeltveitsjøen,
Hjellseng,
Klaunes,
Baasfjord,
Nørdstbø,
Fagerlida,
Hölandet,
Kroknes,
Åsen,
Samlanes,
Gautefall,
Håkånes,
Eiken,
Hammervika,
Hoddöy,
Mesøy,
Kåfjordbotn,
Hennøya,
Aase,
Bjørnstad,
Bjerknes,
Riaanaes,
Ringebu,1332
Hemnesberget,1240
Okkelberg,
Røsvoll,
Seglvik,
Kjelda,
Bostad,
Aamelfot,
Röising,
Døkkji,
Hundnes,
Storheil,
Ugelstad,
Reinsvoll,1157
Løken,941
Gjerde,
Fløttum,
Fagervika,
Flöistad,
Land,
Klomset,
Loshamn,
Seljeholet,
Asdal,
Risnes,
Fosnesstranda,
Espenes,
Hemmingsjord,
Bronken,
Hemnes,611
Aashaug,
Åsland,
Aarhejm,
Stor Korsnes,
Vaagbö,
Meskelva,
Øyan,
Vehus,
Laasby,
Ytre Roksvaag,
Vaagenes,
Sandvoll,
Gamlem,
Tverdalen,
Helnes i Finnmark,
Sand,
Sjølisæter,
Berg,
Aarvaag,
Eidmind,
Allstad,
Halsen,
Kaldvik,
Nes,
Gjermshus,
Åsmul,
Hopen,
Bagn,606
Bertnes,
Herset,
Lastad,
Leikvik,
Høybukt,
Hyttsagja,
Klævold,
Svarthomle,
Vatsbotn,
Verp,
Solli,
Soon,
Søyland,
Kongsfjord,
Varvik,
Vatsli,
Hornes,
Reitin,
Slåttene,
Høllen,462
Risehamna,
Sandvikvåg,
Sørnes,
Bleiken,
Glugvashaugen,
Hoggset,
Folkvang,
Skoltnes,
Taanevig,
Myrset,
Naglestad,
Broem,
Litle Alteren,
Trosavik,
Lenangsøyra,
Løfald,
Steinsland,
Ulvik,693
Vikum,
Knestang,
Aurdalsbyen,
Rødno,
Røyknes,
Håland,
Ausland,
Breidvik,
Vannareid,
Strinda,
Heistein,
Onglavika,
Espelien,
Stenkjær,
Rustad,
Holmen,
Viksøyri,1101
Steneberg,
Nötsæt,
Fiskerstranden,
Lundenes,
Grösnes Store,
Møvig,
Abelvær,
Aukland,
Aasberg,
Årberg,
Saudasjøen,
Ytterstad,
Kålstad,
Kirkenes,3314
Fjukstad,
Store Granheien,
Urda,
Husan,
Aaslandsgrend,
Årfor,
Feset,
Faldet,
Hövaag,
Halen,
Risvåg,
Simsøya,
Trovatn,
Øygard,
Døsje,
Eidsbukta,
Strömme,
Tørnes,
Hyltbakken,
Lysfjord,
Rauland,
Indre Vieluft,
Forøysæter,
Blindvaagen,
Ekren,
Fagerli,
Hegnestad,
Holm,
Ledang,
Havnnoes,
Longum,
Lamøy,
Linna,
Røssnes,
Sonstu,
Herland,
Vasslia,
Tofta,
Naavik,
Skottevik,
Vestvoll,
Husjord,
Vangrøfta,
Hofsøy,
Bankenes,
Andsnes,
Røsholt,
Grendi,
Homle,
Sveggesund,
Maanes,
Bunes,
Kjæs,
Roseland,
Straumsgrend,
Vikten,
Hellesøy,
Strand,
Melandhang,
Mesnsaga,
Offersøya,
Åsgard,
Svennsgam,
Toftevaag,
Mjöen,
Ogne,
Ørnvik,
Jørstad,
Sjønnstå,
Optedal,
Kjerkesjora,
Sandsmork,
Nord Oppedal,
Melby,
Værvågen,
Brekke,
Naustbugten,
Kvasseim,
Flaat,
Hagavik,1375
Holten,
Grorud,
Hofstøl,
Kraakfjord,
Vaka,
Guldsten,
Saus,
Brusdal,
Slevik,983
Solbakken,
Trolldalen,
Tveito,
Vestbygden,
Utsund,
Sætran,
Sævaneid,
Nergaard,
Sandstrand,
Aaknes,
Alfarnes,
Færøysund,
Oseberg,
Øyuvstad,
Jøssund,
Hodnaberg,
Salangsdalen,
Finneid,
Bjerom,
Brekke,
Eidbukt,
Grinder i Solør,
Haukanes,
Helgeroa,
Solheim,
Tørnby,
Kongshavn,
Lonestranda,
Kalvåg,369
Røsnes,
Begndalen,
Kjelstadlia,
Nordarnö,
Råkvåg,
Lyshaug,
Mjaavatn,
Bjælle,
Hauge,
Kraakfoss,
Kapfjeldlien,
Midttun,
Husum,
Fonnes,
Gjerset,
Eikefet,
Fastdal,
Aarstein,
Divimoen,
Espe,
Börsjöhögruva,
Brattlia,
Ulleren,
Oldereidet,
Storekra,
Leirfall,
Ekra,
Hofoss,
Begndal,
Atnaoset,
Kvernvik,
Nordre Rekvik,
Kolset,
Skardsvang,
Skillebotn,
Strand,562
Fillingsnæs,
Aaenget,
Åkvik,
Sjøen,
Hovet,
Arnefjord,
Drag,
Åkeneset,
Rægefjord,
Kaldvika,
Bjorvatn,
Bugten,
Buvika,
Figvaag,
Vike,
Gulsvik,
Heistad,
Åenget,
Sandnessjøen,5708
Terland,
Haaeim,
Neraas,
Rundhaugen,
Ås,
Vagnill,
Store Alteren,
Håtopt,
Skråmestøi,
Solom,
Brattholmen,
Straumnes,
Dalbygden,
Arhøgen,
Svenningdal,
Utvik,
Litangen,
Gaaserud,
Lerånden,
Larvik,23222
Drangedal,
Figvåg,
Forstranda,
Bjørnstad,
Frengen,
Dolpa,
Faldmoen,
Fauskan,
Hanö,
Holsanden,
Skotterud,1357
Rislå,
Glaamos,
Sjeland,
Horsgaardreiten,
Stranda,2537
Tjøtta,232
Åsbø,
Sør-Eidem,
Tunheim,
Skred,
Ongeltveit,
Peistorpet,
Mundheim,
Næroset,
Fåneshavn,
Vardaberg,
Lonåsmo,
Aakvaag,
Nordmelan,
Sogndalsfjøra,
Langfos,
Kil,936
Ekornue,
Færavåg,
Flatråker,
Kråkberget,
Gulestein,
Hammarset,
Ågotnes,1431
Bjørnsand,
Melsosen,
Krogsti,
Sundby,
Moi,
Herand,
Karlstad,
Kjøstveit,
Millongard,
Sollien,
Taule,
Lanesøyra,
Breivoll,
Lømsland,
Kjerringvoll,
Teplingan,
Velta,
Nordstrand,
Rauberg,
Lå,
Flaa,
Överaas,
Rygi,
Tredal,
Tysse,
Grønli,
Höie,
Eikjeland,
Sneiselia,
Holmen,
Balestrand,799
Sommarsæl,
Storås,323
Grønlii,
Riverbukt,
Sjølisand,
Øvre Tennel,
Galaaen,
Hareton,
Fåberg jernbanestasjon,
Röine,
Ström,
Grytting,
Skjelviki,
Ollestad,
Grösnes Star,
Omholt,
Misvær,242
Ny Sulitjelma,
Olavika,
Hovden,
Kjetså,
Havnajordet,
Havnö,
Sele,
Selvær,
Eidsvold Verk,
Liagardan,
Feiring,
Kjerland,
Kapfjellia,
Nyland,
Dyrland,
Lervik,
Breidvik,
Nord-Krekling,
Skorge,
Småskogan,
Tveit,
Blæstad,
Leksdalen,
Eikemo,
Espevik,
Børte,
Rolvsøyhamn,
Aagedal,
Innvær,
Øvre Jervan,
Vikøra,
Torvikbukt,
Taarstad,
Vassli,
Årholm,
Leland,563
Russevåg,
Skjombotn,
Spillåm,
Nygaard,
Austborg,
Lyngmyra,
Sleipnes,
Kaldslerr,
Mehamn,733
Mosserø,
Ormhaugen,
Raudmyr,
Vigrestad,1768
Kvitnes,
Fauske,5974
Fimreite,
Grossås,
Guldset,
Langvad,
Murvoll,
Nævermoen,
Pramhussæter,
Sølnvik,
Livaag,
Nord Audnedal,
Finkirken,
Bråtveit,
